action,object1,object2,effect
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['Tablefork_18', 'point', 'Fixed', 'Metal']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_14', 'point', 'Fixed', 'Metal']","['Tablefork_13', 'line', 'Fixed', 'Metal']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Cube', 'flat', 'Fixed ', 'Foam']",pierced
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_14', 'point', 'Fixed', 'Metal']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['Tablefork_18', 'point', 'Fixed', 'Metal']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Fyingpan_3', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Plastic']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Breadknife_1', 'line', 'Fixed', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Cube_2', 'flat', 'Fixed', 'Foam']",pierced
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['scissors', 'flat', 'Revolute', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['scissors', 'flat', 'Revolute', 'Metal']","['Bowl_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['rod', 'flat', 'Fixed', 'Wood']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['scissors', 'flat', 'Revolute', 'Metal']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Tablefork_13', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_7', 'point', 'Fixed', 'Wood']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_19', 'point', 'Fixed', 'Plastic']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Cube_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Pen_1', 'point', 'Fixed', 'Metal']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_18', 'line', 'Fixed', 'Wood']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_7', 'point', 'Fixed', 'Wood']","['Cube', 'flat', 'Fixed ', 'Foam']",pierced
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['Cuboid', 'flat', 'Fixed', 'Foam']","['Tablefork_18', 'point', 'Fixed', 'Metal']",None
pierce,"['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['Fyingpan_3', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['Pen_1', 'point', 'Fixed', 'Metal']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Meshspatula_1', 'flat', 'Fixed', 'Wood']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Spatula_1', 'flat', 'Fixed', 'Wood']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Tablefork_13', 'point', 'Fixed', 'Metal']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Fyingpan_3', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_7', 'point', 'Fixed', 'Wood']","['Prism', 'flat', 'Fixed', 'Foam']",pierced
pierce,"['Bottle_8', 'flat', 'Fixed', 'Plastic']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Breadknife_1', 'line', 'Fixed', 'Metal']","['Bowl_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Spatula_1', 'line', 'Fixed', 'Wood']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['scissors', 'point', 'Revolute', 'Metal']",None
pierce,"['Tablefork_18', 'point', 'Fixed', 'Metal']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Tablefork_13', 'line', 'Fixed', 'Metal']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Chopstick_7', 'point', 'Fixed', 'Wood']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Chopstick_7', 'point', 'Fixed', 'Wood']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['Chopstick_7', 'point', 'Fixed', 'Wood']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Chopstick_7', 'point', 'Fixed', 'Wood']",None
pierce,"['metal_bowl_small', 'flat', 'Fixed', 'Metal']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Bowl_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Kitchenknife_5', 'point', 'Fixed', 'Metal']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['rod', 'flat', 'Fixed', 'Wood']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Plastic']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_14', 'point', 'Fixed', 'Metal']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['ChineseKnife_2', 'line', 'Fixed', 'Metal']","['Fyingpan_3', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Pen_1', 'point', 'Fixed', 'Metal']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Pen_1', 'point', 'Fixed', 'Metal']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Spatula_1', 'line', 'Fixed', 'Wood']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Plastic']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['scissors', 'point', 'Revolute', 'Metal']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Tablefork_18', 'point', 'Fixed', 'Metal']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['ChineseKnife_2', 'line', 'Fixed', 'Metal']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Wood']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Tablefork_13', 'point', 'Fixed', 'Metal']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Plastic']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Kitchenknife_5', 'flat', 'Fixed', 'Wood']",None
pierce,"['Spatula_1', 'flat', 'Fixed', 'Wood']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Tablefork_18', 'point', 'Fixed', 'Metal']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['scissors', 'point', 'Revolute', 'Metal']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Cuboid', 'flat', 'Fixed', 'Foam']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Fyingpan_3', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Chopstick_7', 'point', 'Fixed', 'Wood']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Pliers', 'point', 'Revolute', 'Metal']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Cube_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['rod', 'flat', 'Fixed', 'Wood']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_19', 'point', 'Fixed', 'Plastic']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Chopstick_7', 'point', 'Fixed', 'Wood']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",pierced
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Kitchenknife_5', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Bowl_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Tablefork_13', 'point', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Kitchenknife_5', 'flat', 'Fixed', 'Wood']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['Breadknife_1', 'line', 'Fixed', 'Metal']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Meshspatula_1', 'flat', 'Fixed', 'Wood']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Cube_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Fyingpan_3', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Cube_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Tablefork_13', 'line', 'Fixed', 'Metal']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Meshspatula_1', 'flat', 'Fixed', 'Wood']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Pliers', 'point', 'Revolute', 'Metal']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Pen_1', 'point', 'Fixed', 'Metal']","['Spatula_1', 'line', 'Fixed', 'Wood']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Spatula_1', 'line', 'Fixed', 'Wood']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['Chopstick_2', 'point', 'Fixed', 'Wood']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_18', 'line', 'Fixed', 'Wood']","['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['Tablefork_19', 'line', 'Fixed', 'Plastic']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Prism', 'flat', 'Fixed', 'Foam']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Tablefork_13', 'line', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['ChineseKnife_2', 'line', 'Fixed', 'Metal']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['metal_bowl_small', 'flat', 'Fixed', 'Metal']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Tablefork_19', 'line', 'Fixed', 'Plastic']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['Tablefork_18', 'point', 'Fixed', 'Metal']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_18', 'line', 'Fixed', 'Wood']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_19', 'point', 'Fixed', 'Plastic']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Cuboid', 'flat', 'Fixed', 'Foam']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
